worker_id,gender,household_income,household_size,location_country,marital_status,year_of_birth,count,participation
9f4767f53ee2159d1aacf47e669dbb1c,female,"$40,000-$59,999",5+,GB,single,1995,1,2
2cf47fbfc4242c16c2cafca52df719ff,female,"$100,000 or more",2,PH,single,1987,1,5
49e76971451949f390c279882a927e8e,male,"$15,000-$24,999",1,US,single,1989,1,3
3ac004246cd4dcc0fc912145e49e4aaf,female,"$40,000-$59,999",1,US,divorced,1964,1,1
1cd80195d6f2b5feab7067aa9418373f,female,"$15,000-$24,999",2,US,cohabitating,1992,2,2
1fe2a04d6f2fa7505b8456383ac8019f,female,"$25,000-$39,999",4,US,cohabitating,1991,2,2
e1b7d29617960c4616eeddab7c4bcac3,male,"$100,000 or more",1,US,single,1992,1,4
8c18fa0ad4ec4a5889278e136965924b,female,"$100,000 or more",4,US,married,1971,4,4
1e2129fbc4d30085e151edb5f2c4a164,male,"Less than $10,000",3,US,cohabitating,1994,1,1
884326a5f69192ad42cd438028bdd694,female,"$75,000-$99,999",5+,US,married,1980,13,13
c96ea075ec5d1af50f3331f6ece68507,female,"$15,000-$24,999",1,US,single,1979,1,12
0d63ef7188ec9ab6b15e56ccc597f935,female,"$100,000 or more",3,US,single,1992,1,1
58ce4311e1b9bc46ef84bda8f2f11c06,female,"$40,000-$59,999",5+,US,cohabitating,1993,1,1
da6b06460c86d55c3dd418992caf1c53,female,"$25,000-$39,999",3,US,single,1979,2,3
8c64aa971e8069f3cc8b9baf1c58d5a4,male,"$60,000-$74,999",2,US,single,1996,1,2
0c9156181d13c8e2a6500f2004101f94,female,"$25,000-$39,999",2,US,married,1959,8,11
181dd068e62fb2043fca2c5d8e6ecf33,male,"Less than $10,000",4,IN,married,1977,1,2
aa4d74c70f96ee6a2f0885ac1359d603,male,"$40,000-$59,999",2,US,married,1983,1,1
a827aa4b318f18e19546903eb2443097,female,"$15,000-$24,999",1,US,divorced,1953,7,7
17754658a9383ceed550f4588c0409c1,female,"Less than $10,000",3,IN,single,1990,1,11
0918c6101b8958a2de6d55ef58671966,female,"$100,000 or more",5+,US,married,1977,2,4
bc6756f32bb3957eca2fadf5d5790a4d,male,"$25,000-$39,999",2,US,cohabitating,1986,2,2
39def2bed04629605aa2d858c66ef887,male,"$15,000-$24,999",1,US,single,1988,2,2
c727d3775a098c7056094f53a5cf5b68,male,"$15,000-$24,999",2,US,single,1992,2,8
520e36d6986c4fd59486e9b28e2d8803,female,"$15,000-$24,999",2,US,married,1982,1,2
227d3f6303c020a610f7a27129e89d2e,male,"$25,000-$39,999",5+,US,single,1995,1,1
9e55fa42d7b84de817c5863ab242c6d1,female,"$100,000 or more",3,US,married,1979,1,1
9381808c0532e767b06211c0106fc1c9,female,"$100,000 or more",3,CA,married,1962,1,1
65fd00af4c66a43d5658fe49d1ba2e96,male,"$25,000-$39,999",1,US,single,1975,1,2
84d0d50f5d9dec3ff5e628409423ea70,female,"$40,000-$59,999",4,US,married,1955,1,3
c392d4048d06f8c5042786ab559a0c69,male,"$10,000-$14,999",3,IN,married,1974,1,1
22f57a96a95aa14b62941136671a79d3,male,"$15,000-$24,999",1,US,divorced,1976,1,3
c425a10f2fcc26971d7473817647f4e6,female,"$60,000-$74,999",5+,IN,married,1981,1,1
e0583c146af157fe6beb0b78eff5fb4c,female,"$75,000-$99,999",5+,US,married,1972,2,2
0cfa3f907cb5cade3236a10f2c2650e3,female,"$60,000-$74,999",1,US,single,1980,1,1
9d3800e9e9c91b2644e795b94afe380e,female,"$10,000-$14,999",2,IN,married,1995,1,1
4fd25cff8cbade0cc969d7af311bc3f3,male,"$75,000-$99,999",5+,US,married,1977,6,8
4f52f5ba1a2bab339692a30aed260158,male,"$100,000 or more",4,US,single,1986,1,1
d54b564ccf11e9970a1d8ac992637f0e,female,"$75,000-$99,999",4,IN,married,1988,1,2
8905a1c358e1c253db4d6b79f4125b17,female,"$40,000-$59,999",3,VE,single,1986,1,2
18049cfa434285f66758ca7eea6d757a,male,"$100,000 or more",4,US,single,1993,1,1
61fb142e40b5d757c5f9e9f05baff153,female,"$10,000-$14,999",3,IN,married,1990,1,1
45bc7498ac807ccb03d51ddab1f066e9,female,"$25,000-$39,999",3,US,married,1979,1,1
a4fd4c5062a0e289c16f8fe40f69bee7,male,"$60,000-$74,999",4,US,single,1990,2,6
11cde65059db7ce35ca36815e7fc0f89,male,"$15,000-$24,999",4,IN,single,1987,1,1
b220b1b5941619019a4a19ea7252f6a8,female,"$15,000-$24,999",2,US,married,1989,1,1
4f578446211977fea89b03e2c93168eb,male,"$40,000-$59,999",1,US,divorced,1981,1,4
3ca50399775f0540bd002cb0d6f54a3d,male,"$25,000-$39,999",1,US,single,1988,1,2
c64b72ded9c49c4a1488d5417da763c5,male,"$15,000-$24,999",2,IN,single,1990,1,2
299398be1c8a5665af51d4c631bb6993,female,"$60,000-$74,999",3,US,single,1991,1,1
dfb6e1c377f6ca51b89ddcc4f0b4fd72,female,"$40,000-$59,999",2,US,married,1955,1,1
b2d073665675007b4bdaf3c3baed9447,male,"Less than $10,000",4,IN,single,1994,1,3
56cf67600cdf951dac604166b9996a9a,female,"Less than $10,000",1,DE,single,1991,1,6
8ee908865f871ee24b7cc56db83ba351,male,"Less than $10,000",1,MX,single,1983,1,2
ce066fd31ba18b2060aecdaf875f44b7,female,"$15,000-$24,999",2,US,cohabitating,1993,2,4
364d6fdaa42759614b9152a9d621d962,female,"$15,000-$24,999",4,US,cohabitating,1961,1,1
f79d6bf068c39c814468dab79c2f2bf5,male,"$10,000-$14,999",3,US,married,1985,1,1
ac51e0259073e5b44ba038e6f146f195,female,"$40,000-$59,999",2,US,cohabitating,1981,1,1
3dc74f376041ebb3f892e3aa907d8bd8,female,"$60,000-$74,999",2,GB,single,1989,1,9
0c0b392581482b1360b1d84f8ad45e89,male,"$25,000-$39,999",4,US,married,1980,1,1
4c85ca27f4a10847cf7ffa0157374f06,female,"$40,000-$59,999",2,US,cohabitating,1991,1,1
3158263d019e819a55fdee4c70bd2f63,male,"$60,000-$74,999",4,US,single,1989,1,1
0e2039c26d05f774788746f19d26767b,male,"$10,000-$14,999",4,IN,single,1990,1,1
c2c14a9db78b92e57a40f46dcfaad5d2,female,"$15,000-$24,999",2,US,single,1991,1,1
3048ecd8b9ead09f82b6e5f196d57427,male,"Less than $10,000",1,US,single,1985,1,1
c144ff3d9a4ffc1d5a3c6e1c91b223b7,female,"$100,000 or more",4,US,married,1979,6,11
ac8588630d568a0039228f7a2706a40f,female,"$15,000-$24,999",3,US,divorced,1979,1,1
afcc49e5d438b6e69c864bb07094181f,male,"$100,000 or more",5+,US,married,1963,1,1
7ff03fe87554e55fa919aebd8acc27c2,male,"$75,000-$99,999",2,US,married,1989,1,1
7cda571c82ec8f1ff30065237ccd8d73,male,"$75,000-$99,999",4,IL,single,1997,1,2
43ebaa7f7bae3e9d1ecbe9021017137b,male,"$75,000-$99,999",1,US,single,1989,1,3
7a71b7365a0ddbe32afa934d9cb74282,female,"Less than $10,000",4,IN,single,1985,1,1
a13f23143af6752d554b79d2e97a48a0,male,"$40,000-$59,999",4,IN,single,1989,1,10
17f96f187db8fb2113e13faa33440d9b,female,"$25,000-$39,999",4,US,cohabitating,1972,2,7
a32a4a40c7602ab562f617d4ded10409,female,"$40,000-$59,999",4,US,single,1990,1,2
8a81d537dda6b273a5acf54d58f71c18,male,"$25,000-$39,999",1,US,single,1988,2,2
e143fd2797f098d16bc4ecde7bce6574,male,"$15,000-$24,999",1,US,single,1983,1,1
95b90fb3bff1a546a2c1ccf7f66787e4,male,"$10,000-$14,999",3,US,single,1962,1,1
9e7a1e407d7e711b48c621d44d234053,female,"$60,000-$74,999",3,US,married,1981,1,1
b830631b25ead3c18a73c8b0f9609555,female,"$40,000-$59,999",2,US,cohabitating,1993,1,4
949b67b15f5c5b016d0b027ea7d38770,female,"Less than $10,000",3,AU,single,1981,1,1
4644639d22bee0696e5eedbeda79bfe9,male,"$75,000-$99,999",3,US,married,1986,1,1
135f1fee29a495e18fbfedc3acbd2b11,male,"$25,000-$39,999",2,US,married,1951,1,3
e929c205d29cb7b481ef7eb38a5bb852,male,"$15,000-$24,999",3,IN,married,1985,1,1
f3c44749f9c4eb5e6abf34996fc90f87,female,"$100,000 or more",4,US,married,1963,2,2
2bf9dfba318a38c1b1ad8000b0eab4cf,female,"$25,000-$39,999",2,IN,married,1993,1,1
fe88a73ba094a8dc5b1b39157a5b28a0,female,"$60,000-$74,999",5+,US,single,1982,1,1
928cdcf213beca316167f656e86e7fa4,male,"$15,000-$24,999",3,US,single,1995,1,1
fe8e0fafda14106c5294f86ecba1000e,male,"$15,000-$24,999",2,US,married,1952,1,1
36411a02de09f12d221c1e380572e99b,male,"Less than $10,000",3,US,single,1993,1,1
c4e92e4916889c6e4b82f4afd3fc5d63,female,"Less than $10,000",1,CA,single,1995,1,1
3b04935966f82e64cc305947a00c68a1,female,"$100,000 or more",4,US,married,1974,1,1
7b55b2383b309236bdff5d09cae07de0,female,"$40,000-$59,999",2,GB,married,1970,2,2
443f5eca701a548e26358c6d9dea5210,female,"$100,000 or more",2,US,cohabitating,1988,1,1
a2034050ec04371737c5ab779afebe03,male,"$25,000-$39,999",3,IN,single,1991,1,1
1617c85e6e073a4d2aae41f96018ad31,male,"$15,000-$24,999",3,IN,single,1983,1,2
b6db97569de0f13cdf04270902e8051e,male,"$25,000-$39,999",2,US,cohabitating,1985,3,8
f282fc7399fe0b24a26104a931282a10,male,"$25,000-$39,999",5+,IN,single,1990,1,5
7e6f9c25b23595ef31eb72b4a7cec51a,male,"$25,000-$39,999",1,US,single,1989,1,1
47f3f86c6e3240c5724a5b42bd4bbb02,male,"$25,000-$39,999",2,US,cohabitating,1983,2,5
4cbc49bc86dcc46bdec59b290a059491,female,"$100,000 or more",3,US,married,1985,1,1
bd27706e79ed85af5376923b5552c76c,female,"$40,000-$59,999",1,US,single,1958,1,9
f7d3f901671bc4126627464947d42ee3,female,"$40,000-$59,999",2,US,cohabitating,1983,1,1
15b349dc73c3f8dd1e571422fdb282de,female,"$10,000-$14,999",1,US,single,1961,1,6
baf975b0ab573e69ea8d6ab8c9a93733,male,"Less than $10,000",3,IN,married,1985,1,1
ae0ecb4c54fe50ef7b84991774ba902f,female,"$100,000 or more",2,US,married,1986,1,1
3b3445ce5243123ae66c8786732f8f36,female,"$25,000-$39,999",5+,US,cohabitating,1976,1,3
d428021286685ebebf3c10fbdbaf9f8e,male,"Less than $10,000",1,US,single,1993,1,1
ea6e33e2691c69507f74632f8501eb9e,male,"$25,000-$39,999",2,US,cohabitating,1971,1,1
521c71fa49fc436fc7145ee4676cded8,female,"$25,000-$39,999",2,US,married,1992,1,2
e860ad1302b81a45fc100c7a43efcf99,male,"Less than $10,000",3,IN,married,1988,1,1
55720f9771b2264a3cfa272952111af6,male,"$15,000-$24,999",2,US,single,1980,4,15
632bac25aa08b03cbbb32ef2614bf7e6,male,"$25,000-$39,999",2,US,single,1986,1,1
9fca6a0213f4ec8c98a7b55e9a0adac5,female,"$60,000-$74,999",1,US,single,1991,1,1
85844556f9ec2ca948b88152f637f642,female,"$75,000-$99,999",2,US,divorced,1982,1,7
d8cedc816d0ee33ef601367aeb35ab18,female,"$25,000-$39,999",3,US,cohabitating,1957,1,4
362d2fc8642da7d9a59b871930ca483c,female,"$60,000-$74,999",2,US,single,1980,1,1
d0f2860a5a9fede8bca6f0b6927c7838,male,"$15,000-$24,999",1,US,single,1988,1,1
7ed81da65ddc60f99d3ba4edfaf00af4,male,"Less than $10,000",2,IN,married,1984,1,4
dc49163abf36fddf4aac7bb31ccfb9c3,female,"$40,000-$59,999",2,US,single,1990,2,2
ce9ce2d53ea810018312f33cedb56a97,female,"Less than $10,000",1,US,single,1990,1,1
15e6d9aa660629312c483f5198bad621,female,"$40,000-$59,999",2,US,engaged,1986,1,1
8002e33a0798fd9c89da1b8c8e99c56c,female,"$25,000-$39,999",1,US,single,1954,4,8
5c9eab0e1e22b70d184baea09c8f811c,female,"$25,000-$39,999",2,US,cohabitating,1949,1,5
8f62df035b495761d84082abce02f012,female,"$40,000-$59,999",2,US,divorced,1965,3,3
5ee3d0249c4df693741ba7ac0dbda0c8,female,"$60,000-$74,999",4,US,married,1987,1,1
5316c1f02646b456e79f8d1501323ae9,male,"$75,000-$99,999",5+,US,married,1983,1,1
9fc819b7c7c3822d7f35fb8f8131ab07,male,"$25,000-$39,999",5+,US,single,1990,2,2
287bea219efcc6e7f6a4935d159a2f6c,female,"$25,000-$39,999",4,AE,married,1988,1,2
76a56bbe08b5935f44c4f4148b83ff7b,male,"$15,000-$24,999",4,AR,married,1972,1,1
372cce1d09efe353fdc6a031a2b4ce4f,male,"$25,000-$39,999",4,US,single,1990,1,1
0787711c3327ed8ed69a6447494cc63e,male,"Less than $10,000",4,IN,married,1988,1,1
fe61f236c5a44976f24b81936cb10d7d,male,"$15,000-$24,999",2,US,single,1989,1,4
11201e563f2bb0ed125e4202e16238d4,male,"$10,000-$14,999",3,RS,single,1996,2,2
3776fd4d9fd46650495d08138ee822b3,female,"$25,000-$39,999",4,ZZ,married,1983,1,11
7b697f80870a489d982c3b2fe331aec5,female,"$40,000-$59,999",2,US,married,1946,5,5
e765de5d6799c92741f42874c11d5394,male,"$60,000-$74,999",4,US,single,1988,1,1
4b346d4da37c1185fe526a462f1aa3b9,male,"$75,000-$99,999",5+,US,single,1992,1,3
b4982dab5287fb3449ed9bb6f24fc96e,male,"$75,000-$99,999",5+,US,single,1994,1,3
7225063d9c5a7d5afd0d7af0bc86d27e,male,"$15,000-$24,999",1,US,single,1996,1,1
9052952250e977408dcb4dad16763a00,female,"$25,000-$39,999",4,US,divorced,1969,1,1
3573d62a31bb9e04fcef4ec69867c471,female,"$40,000-$59,999",4,US,single,1985,1,1
9cfd93db9709309b3d776b35fd3c9b9c,male,"$60,000-$74,999",4,US,single,1996,1,1
ed359ab4a6b9930b6bfe87f151eb6cb0,male,"Less than $10,000",2,IN,single,1994,1,2
9fca9d973303e09053561a3d2068ee7e,male,"Less than $10,000",1,US,divorced,1965,1,2
4930524793a6400b3f6a6b5dd163639a,male,"$15,000-$24,999",2,US,cohabitating,1985,1,1
d0d0d6cb813dbefcc3df7c9dafa54f0c,male,"$25,000-$39,999",2,US,single,1992,1,4
6142ff141bf17f98f77dafb725e9b10e,female,"$25,000-$39,999",2,US,cohabitating,1990,1,1
ea2d82d4b789e467ef3aa6c0f8dbbf3f,female,"Less than $10,000",2,IN,single,1991,1,1
431be6bb9bff3abd325bc8ba05f1a35d,male,"$40,000-$59,999",2,US,single,1995,1,1
c89edbd59a21975097ee44917bef0e3d,female,"$60,000-$74,999",1,US,single,1993,1,1
7dea827f1db7ba07632a225f55232877,female,"$100,000 or more",5+,US,single,1996,1,1
6e046b2ef78d411478ce23830dd383e9,female,"$75,000-$99,999",5+,US,single,1992,1,8
088d38fdd2736b5c11f695f790215cd0,female,"$25,000-$39,999",4,US,cohabitating,1981,1,1
b85052028c0b96fa93fcbe07cacbcaf7,male,"$25,000-$39,999",2,US,married,1952,5,13
f3a1f7c3b3c0f856ac23ac730592acf6,male,"$15,000-$24,999",4,IN,single,1992,1,2
2813c4ab7137eb7109d70b795f7b5283,male,"$60,000-$74,999",1,IN,single,1987,1,3
c6f54aa45fbab479b27120b0b662089c,female,"$100,000 or more",4,US,married,1974,2,2
62ecfdbd2653d9fd7f60cde98ac3f045,female,"$75,000-$99,999",4,US,married,1983,1,1
7ee2fd288481074678eae5367e76b05b,female,"$40,000-$59,999",4,US,cohabitating,1985,1,2
35f9474878994eca38746113f28eb83b,male,"$40,000-$59,999",4,US,single,1992,2,2
dfc3408a64f7c354382bada0b174f83a,male,"Less than $10,000",3,IN,single,1989,13,13
937f8774f336227085f5632268f5c075,male,"$15,000-$24,999",1,CA,single,1989,1,2
5aac2811c380c3d7cee910c8d577a4ec,male,"$60,000-$74,999",5+,US,single,1986,1,1
b5c616b6a0c49ff9e0d4e47e3347fde7,male,"$40,000-$59,999",3,US,cohabitating,1988,1,1
e6d8314a025404813336d9fa3c9db188,male,"$15,000-$24,999",3,IN,married,1979,1,5
d97f990c1ea016a0e08ffea8cd24f42f,male,"$10,000-$14,999",1,US,single,1993,1,1
d8a784d353194273903ba70b64b7f2e8,female,"$25,000-$39,999",2,US,married,1988,1,1
af47f22045ca0e18543d37868d5959f5,male,"$25,000-$39,999",3,IN,single,1994,1,2
476fbaf9e9a5fe906645e6919f705cbb,male,"Less than $10,000",5+,IN,single,1996,1,3
4aeac5414336f828efada0bb4f4da76f,female,"$15,000-$24,999",2,VN,married,1980,1,1
5c76ee88f4ea1b5e714c13560cac0ff4,male,"$75,000-$99,999",4,US,single,1997,1,1
98970eca0bd7732d220534301f6bec3b,female,"$25,000-$39,999",3,US,divorced,1968,2,5
526525e606f6a9a5cf450fa9c5208aef,female,"$100,000 or more",4,US,married,1978,1,1
7f4b9d9403e5b8916a94d3c472571aa2,male,"$25,000-$39,999",2,US,single,1983,2,2
5b6ae93f326f7ddf122f1feb3ecde54d,male,"$40,000-$59,999",4,IN,single,1975,13,19
8cc3fe632a2453c86ac1749cd30e691c,female,"Less than $10,000",2,IN,single,1990,1,1
1a3a2fdb8723ea76e69c3134f458e6bb,male,"Less than $10,000",5+,IN,married,1987,1,3
d428f493d511dd5895f990603871b5e1,male,"$15,000-$24,999",4,PL,married,1974,1,1
8d22925ccc49298cebf6755397d38807,male,"Less than $10,000",3,RU,single,1985,1,1
100564e71416bd1205b548501375fa92,female,"$25,000-$39,999",4,US,married,1987,1,2
5d1f41b9d1105ce2815c9cfda985defe,female,"$40,000-$59,999",2,US,married,1988,9,22
ccd0d755b50a083a74aca7e49a7d556f,female,"$75,000-$99,999",5+,US,married,1988,1,1
0a1b884ba5c95ff0e932bcbea1a3ebf5,male,"$40,000-$59,999",1,CA,single,1992,1,1
d790d77fff3d8944c504cb3a08bbd391,female,"$40,000-$59,999",2,US,married,1990,1,1
f1e6b1b187b786957146ec174c8ccaf0,female,"$25,000-$39,999",3,US,married,1993,1,1
3fd28afb90965ee8487b2b84bc3d92e5,male,"$10,000-$14,999",1,MX,single,1994,1,1
ad347f18dc7ed56686e45adc9b322629,female,"$40,000-$59,999",4,US,married,1983,2,4
a9db9278b6ae3f357bfc5270937437e5,female,"$25,000-$39,999",2,US,single,1966,1,1
68c1f7548f971fbba5604b37e5e4f389,female,"$25,000-$39,999",4,US,single,1990,1,2
bb5ed5f85803e35f215060d4a817207b,female,"$25,000-$39,999",2,JP,engaged,1991,1,2
a496fb789c9ba1dbe7fd675117fc728d,female,"Less than $10,000",1,DE,single,1988,1,1
19dc77fec5d1d6da2348454bf40e1ddc,male,"$25,000-$39,999",1,MX,single,1979,1,1
1a0cc96efdffb6b6707333afbca0877d,female,"$15,000-$24,999",5+,US,divorced,1980,2,4
8031da1eaa5bc1560b644b0fe0cc5236,male,"$40,000-$59,999",1,US,single,1974,1,1
3984648c83dcc3ae7978f440fd567947,male,"Less than $10,000",1,IT,single,1991,1,1
a5a41450e40ef7312c0946627b26d490,male,"$40,000-$59,999",2,GB,single,1984,1,7
ff6678a39efc0c2813e1fd9e659c0059,male,"$25,000-$39,999",4,PT,single,1994,1,2
fcc27a4d544af6ac85eb85d63c20a9e1,female,"$25,000-$39,999",4,US,divorced,1978,1,1
17bcfc07bc65b901eab07c5e13474289,female,"$15,000-$24,999",2,US,married,1990,1,1
39c20ec4d726f084ca938d91a830fcb5,male,"Less than $10,000",3,IN,married,1985,1,12
67abb8743da7e8d6d8abdc3ca96ea4bf,male,"$40,000-$59,999",4,MK,single,1987,1,2
7fbf325c57d55d7530e925e5e6b0e447,female,"$10,000-$14,999",4,IN,single,1984,1,6
df1666112dee2b9d7204f335aa862aa2,male,"$100,000 or more",4,US,single,1994,1,1
1363cb9206422c83dfb7770461d055db,male,"$75,000-$99,999",5+,US,married,1977,2,2
abcb0cfbb730a401776d3cc7558b1002,female,"Less than $10,000",1,US,divorced,1985,1,1
15dc635e02fb737a5b9005def480ddc4,female,"$40,000-$59,999",2,US,married,1981,1,3
eacf29e9123e7da240f9145c6eb39e23,female,"Less than $10,000",1,US,single,1992,1,1
cf6b83b8d992c48a0f7e220bd0cfdc08,male,"$40,000-$59,999",1,US,divorced,1963,1,1
6529831ad064904a6eb1de854a3cb7f5,female,"$40,000-$59,999",3,US,single,1990,1,1
ea2d9f4550b57fa1cf73b3e00626c3ed,male,"Less than $10,000",4,IN,single,1991,1,1
0b0c3520cccf9ed6b5e00bde8b1821b9,female,"$15,000-$24,999",1,US,divorced,1961,12,12
cbb8e42738440abb09eb96a7c4c9416f,female,"$40,000-$59,999",5+,US,married,1972,7,9
2cc2fd53ea8afe81fd12ade140c1ac70,female,"$15,000-$24,999",3,US,engaged,1988,1,1
fccdaab849a934f381747c6f5c32fefe,male,"$75,000-$99,999",3,CA,married,1978,4,5
52add80b206d04ac2cd1f3c1e02317f4,male,"$10,000-$14,999",3,IN,engaged,1990,1,3
148134e5463db0eeff3eecf8c09c062b,female,"$15,000-$24,999",4,US,single,1994,1,1
6874a5be45fca63fe0c1b59f5974b544,male,"$15,000-$24,999",1,US,single,1967,2,2
abc64df916125fc40bf2bc00902d5a29,male,"$25,000-$39,999",5+,US,single,1991,1,1
71fca1231bcc34375b206eaba53295e7,female,"$75,000-$99,999",1,US,single,1982,1,1
0b31aeea0c41e6da562e1069d45107a7,female,"Less than $10,000",2,US,single,1985,1,1
ad5606a53afd23b957e3aaf7c811796d,female,"$15,000-$24,999",1,US,single,1979,4,11
5d87544a73a692dd696ba8911f8cb8ab,male,"Less than $10,000",1,US,single,1998,1,1
66edbbfb3c93d0f46a3fc47e735b09a1,male,"$25,000-$39,999",3,US,married,1985,1,1
33b50b10550a68b63f69f98367fc94e9,male,"$25,000-$39,999",4,US,married,1983,1,1
b65cd7651fb5d9a911d8b2ead8404002,male,"$100,000 or more",5+,US,single,1997,1,1
e072bf52676957f19d4dec43aa18d90c,female,"$75,000-$99,999",5+,US,married,1967,1,1
7c61c95055577afbf37b38bd64ad775a,male,"$40,000-$59,999",3,IN,single,1995,1,1
ba0ce8c33b6d97f7c58d8af3d2700d16,female,"$15,000-$24,999",2,US,married,1982,1,1
cefe1e7cf288d2ceafe6c31129e9b3b3,male,"$75,000-$99,999",3,US,single,1996,1,2
ec2a1ac3a0a07b5b71b27021b0ef9eca,female,"$60,000-$74,999",4,US,married,1984,1,1
5e7e932110775129403305bd2932cc74,female,"$75,000-$99,999",5+,US,married,1988,1,11
2c895a81f2bb21c11e6ba89c17f1722d,female,"$75,000-$99,999",4,IN,married,1985,2,4
eb4803649a6842995b33e785c06ad439,male,"$100,000 or more",3,US,married,1987,1,1
65a80f85ee1c5f64a14093da64a1a415,male,"$25,000-$39,999",3,US,married,1959,2,2
9dc3ac8c73550995ade3a78fe04e5457,male,"$25,000-$39,999",1,US,single,1992,1,2
1918378023fd73b07b3664c1ff72c95c,female,"$100,000 or more",2,US,cohabitating,1981,2,2
e4da6ba150a95a14ea239ecaf8ffda88,male,"$10,000-$14,999",1,US,divorced,1989,1,1
4b908eb45ee7badc7838dc4cab9a34b1,male,"$15,000-$24,999",1,US,single,1960,1,1
668d2dd280c7b9d5725f5c08bc7793b4,female,"$40,000-$59,999",5+,IN,married,1982,1,1
de22262f5f9bceccb03e95bce464fa08,female,"$100,000 or more",2,US,cohabitating,1960,1,1
116c5dbffeeba60ace34399edafe2f48,female,"$15,000-$24,999",2,US,cohabitating,1970,1,2
8bb350b24642a4936717c5a7c06e0fca,male,"$15,000-$24,999",5+,IN,married,1978,1,2
3ffbffe94c86ad50d0328e57d21512ab,male,"Less than $10,000",3,IN,married,1981,1,1
a30c2ceb64eb3e7d0dfc0673f29f513c,female,"$15,000-$24,999",2,FR,engaged,1987,2,5
2bdadc990c465a6be13573a4a6ee0a0b,female,"$40,000-$59,999",4,US,single,1994,1,1
679a622dd41ce03d0daae5d584241f65,female,"$75,000-$99,999",1,US,single,1982,1,1
a32aac80e23af67066ead3cc52454435,female,"$75,000-$99,999",4,US,married,1972,2,2
f7ed660081c6788ec4b1023d215ca6e3,female,"$15,000-$24,999",2,US,married,1955,1,1
736069e2ec4b3f92123add11e26912a5,male,"$75,000-$99,999",2,US,cohabitating,1991,1,1
0a15963c3413201e11c88060de15b131,male,"$60,000-$74,999",3,US,cohabitating,1986,1,1
b195fd4b4968835d8323b83e6f0c96a1,male,"$15,000-$24,999",3,US,married,1989,1,1
d6c10a2fd9900e7a170892bf3e0ce75f,female,"$100,000 or more",1,US,single,1986,2,3
61d894517c09f5dbc6cb33f1da5bf5b9,male,"$75,000-$99,999",2,US,single,1994,1,2
a8d49c91d7b0d40355872ee2b8259394,male,"$15,000-$24,999",4,IN,married,1973,1,5
05b40027ad251637834f321cd3635710,female,"$100,000 or more",3,US,married,1988,1,3
cb570cb0124165ef58101ab51ec54e16,female,"$60,000-$74,999",2,US,cohabitating,1992,17,17
365d47ce8ba6b74299d92a780ee592b1,male,"$25,000-$39,999",3,US,married,1993,1,1
233823c9e9ef151a18dee008d0c15b46,female,"$40,000-$59,999",3,US,engaged,1978,1,1
a8a6ae7fa9856cbc8e3b477f53536ecf,female,"Less than $10,000",3,IN,married,1989,1,1
537690172158fb314a35450de0da86e0,male,"$25,000-$39,999",2,US,single,1990,1,5
1b37ba25e3255e5899518cf6b47ef86b,female,"$15,000-$24,999",2,IN,married,1984,3,12
2e3350a2efe1e2e8a3bad98419b61b12,female,"$25,000-$39,999",1,US,single,1981,1,2
a9eb0a7a916b275885707fc9b617207b,female,"$60,000-$74,999",4,US,cohabitating,1973,1,1
e27a805a4c8c78176ac0db075cfae721,female,"$40,000-$59,999",2,CZ,married,1988,1,1
71d46ed187673a4b78fff9e6436f01d8,male,"$25,000-$39,999",3,IN,married,1977,2,2
8d49d430a999e2a6228585f4cdf7058d,male,"$100,000 or more",5+,IL,cohabitating,1969,1,1
bb28d0aadbbbfe9c33cee4c90a9f7998,female,"Less than $10,000",2,US,engaged,1986,1,2
29975ccc084f7f2430d6edfe197fdbbe,male,"$60,000-$74,999",3,PH,married,1961,7,9
73473a4d6b935be2df338b892e54c9ad,male,"$100,000 or more",2,US,engaged,1985,2,3
91ffb538d1f644a001536ed980a7bd09,male,"$60,000-$74,999",2,US,married,1988,2,5
983670e3a3b3c804c9104d7d4c3d32ee,male,"$25,000-$39,999",2,US,single,1989,1,1
ae0e91e535d368fadceff323407096cd,male,"$60,000-$74,999",4,US,married,1974,1,2
390510d6c490ead3d8e0b9c4e8ce3382,female,"$25,000-$39,999",1,US,divorced,1961,1,7
1440c0810180c062a172017ba3bbd230,male,"$15,000-$24,999",1,US,single,1963,1,1
04f0e29bb82ec5d947b9c55da7a19006,female,"$75,000-$99,999",4,US,married,1973,1,1
6d03ee0484d6171184886abdb70377e5,male,"Less than $10,000",1,RU,single,1993,1,1
996940c44c99ec0d2ff8d776bbf67f21,male,"$10,000-$14,999",1,US,single,1995,1,1
6ec46f91e6a12a07f0ccd16c085147da,male,"$40,000-$59,999",4,US,married,1990,2,5
e4608ecb151934c96a8e3ac971b615fa,male,"$10,000-$14,999",3,US,single,1996,1,2
492b5601070c225068a8321ad44fabc1,male,"$10,000-$14,999",3,US,single,1995,1,2
258ece50884f597b25edd351b341811c,male,"$60,000-$74,999",4,US,single,1985,17,17
d0b10010530e136f55046e70d51ac32d,male,"Less than $10,000",5+,IN,married,1967,1,2
e3d7c2bc717558e7582c72f921b7ab82,female,"$75,000-$99,999",3,US,single,1993,1,1
0a51ebd95a84f0f193bdb4d5681fc769,female,"$60,000-$74,999",5+,US,single,1992,1,1
95dda58b5ab10514c79901bfd0c18a9d,female,"$25,000-$39,999",2,US,married,1987,2,2
